,chroma_stft,rms,centroid,contrast,flatness,zero_crossing_rate,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12,mfccs_13,mfccs_14,mfccs_15,mfccs_16,mfccs_17,mfccs_18,mfccs_19,mfccs_20,mfccs_21,mfccs_22,mfccs_23,mfccs_24,mfccs_25,mfccs_26,mfccs_27,mfccs_28,mfccs_29,mfccs_30,mfccs_31,mfccs_32,mfccs_33,mfccs_34,mfccs_35,mfccs_36,mfccs_37,mfccs_38,mfccs_39,mfccs_40,Class
0,0.35384747,0.041718993,2244.9030273014273,21.211226594959964,0.015621981,0.11868722098214286,-188.62563,102.429115,-2.3306003,-10.946155,-8.982676,-15.690951,-30.035511,-6.154767,-9.007838,-12.613339,-10.587378,-1.196813,-13.455125,-11.810285,-12.847272,-1.9622476,-8.531765,-4.870482,-8.739532,3.8686156,-2.2428467,2.477431,-1.11346,-2.631752,-6.8802695,-2.822928,-6.5258555,-2.54485,-5.271994,3.6976182,-8.95741,-1.2020586,-2.0441666,3.839334,-6.9807653,-4.8108335,-1.7235419,3.7302334,-5.9274936,-0.92601913,1
1,0.4832716,0.03185864,2287.9021649615715,21.648298843767687,0.02164433,0.13594386888586957,-195.3337,99.1228,-16.376387,2.736345,-14.817549,-22.510544,-14.410313,-6.2838273,-17.809626,-0.27872962,-11.932,-3.062605,-15.994421,-1.8626726,-6.7003937,-9.548225,-8.267225,-6.7928634,-9.430692,-1.4424667,-7.456474,0.23153289,-5.565037,-4.3532844,-3.7794137,-3.4439209,-6.7848186,-0.92300117,-8.063195,2.538721,1.2566376,-3.357098,-2.5204794,4.8987637,-8.849052,-5.5364404,6.487752,2.643556,-13.8998,3.7145097,1
2,0.35182115,0.039539896,2658.4580584939376,22.770216145232578,0.020866357,0.20203993055555555,-200.00314,79.350815,-13.392574,17.59861,-14.156728,-16.691835,-7.9829426,-8.638725,-20.973171,-0.72656864,-10.11134,-15.03731,-1.3193887,-6.775376,-18.799446,2.1031508,-7.045191,-9.431713,-6.4541073,1.7545785,-11.9105835,0.7024321,-1.1222103,-0.15839121,-8.033324,0.1612187,-7.1408997,-6.270379,-0.84160775,-2.0765982,-7.7962546,2.216005,-6.2094283,-1.2025732,-2.6098766,-3.5181668,-7.16877,2.0076895,-7.0515866,-2.4559565,1
3,0.49789026,0.027866382,2428.110523753215,21.278113980441997,0.02688705,0.15916573660714287,-196.05116,90.81921,-17.248508,14.915048,-9.0664425,-14.556082,-11.626996,-2.502079,-25.55842,0.66376,-7.8976974,-5.485176,-14.353751,-2.0565655,-9.998082,-6.8425155,-10.262799,-4.0959344,-7.88637,-6.913094,-8.490552,-3.3692782,-6.5900397,-4.111843,-4.8383923,-3.8406694,-5.873649,1.4345016,-2.583355,-2.1610386,-5.161287,3.5246649,-1.6123946,-2.2043886,-5.0678115,2.8858237,-4.283109,-6.0492606,-1.5611686,3.4540265,1
4,0.3529279,0.1942232,3234.695900451524,22.076755804860444,0.03126092,0.2005931712962963,-114.125336,53.49515,-10.338029,10.012977,2.326179,-16.321623,-21.841566,5.2165275,-22.578325,-4.0594196,-7.6487203,0.7123696,-9.819507,-4.2332945,-7.893413,-3.823458,-7.8306146,-1.8557626,-0.6294229,-1.3264302,-8.024947,-3.8974967,-4.0536127,-3.3355377,-5.219934,-1.9382659,-4.388594,-2.0354316,-4.80025,-2.5769525,-8.790586,-0.17283548,0.0150701115,0.26591256,-4.680752,2.7306762,-1.0894791,-1.6712946,-4.2262855,1.4178877,1
5,0.3478511,0.06141318,2159.3482572156922,19.9613509165923,0.019123506,0.1450167088150289,-324.0375,81.677765,-77.17256,-31.382872,12.934333,7.1484094,-0.7340415,7.4032145,-3.9476604,-4.028884,2.026504,6.122226,8.211034,6.5104094,4.3782516,0.5496082,-7.0699716,-0.04684413,4.3546557,0.015871301,-2.0819957,-0.29241762,3.967198,1.2423127,1.2246825,2.7646365,-3.2701902,-1.6821793,0.94282275,2.1092014,-0.19633783,0.5060246,2.7040503,1.5026358,-1.431419,-1.1906526,0.59231406,0.40240678,3.12278,-0.15257806,3
6,0.36598867,0.04864804,1989.77552514078,20.248263992272456,0.016832886,0.1279325099349711,-336.19812,110.959335,-69.60012,-43.58158,1.0348849,0.34489766,-11.641599,3.2430506,2.4547048,15.228357,7.1552143,-5.737227,0.06545919,5.2164803,2.8346293,8.201495,1.8624951,-1.3827102,-7.1284814,0.34769055,4.471466,1.5606714,3.3821735,-0.28481305,-2.6730323,1.0592401,-1.0198085,-0.0056689708,1.5567788,4.5902295,0.6919117,0.15351003,0.020034658,-0.57985866,-1.5703802,1.536368,2.0833983,-1.0640132,-1.4403963,1.3870955,3
7,0.33669934,0.045553867,2076.1025320479453,19.976981234006157,0.017979473,0.13010013999277456,-347.94595,104.199356,-70.17335,-39.588703,3.238104,2.3974915,-10.652913,5.8240404,3.4268954,14.354027,4.0092807,-9.973881,-1.6792285,9.167315,6.285728,7.09827,-0.5563765,-3.2789536,-10.374299,0.13376832,6.788349,4.3237243,4.193164,-1.6409206,-5.771618,0.00017940102,-1.0008516,0.5258498,3.1080375,5.4318395,-2.1027968,-1.3987721,1.5260354,0.15088409,-1.8223299,2.632903,1.2095007,-2.9525692,-1.8716928,2.7219663,3
8,0.34394637,0.050649595,2023.6371246319495,20.037884569495954,0.017420692,0.13088759934971098,-337.91812,109.692444,-73.11418,-42.995564,4.8621855,3.989877,-12.979727,2.450355,-0.11945321,11.741177,3.0511901,-9.380275,0.6685357,10.189744,8.3902445,8.086533,-1.2592058,-2.8343296,-10.004154,-1.1844245,4.2919087,3.5057175,3.0768213,-1.5393606,-3.718189,1.637554,-1.2122713,1.1026658,2.9231908,5.4217615,-2.52302,-1.1581742,1.9740636,1.4599787,-1.1799525,0.75000143,0.24914128,-1.9719636,-0.20592155,2.7643852,3
9,0.325348,0.018650772,2444.611201754089,22.8530145748403,0.0134624895,0.15976110910404626,-333.02533,59.380127,-87.033455,-14.010739,-29.426847,-27.831821,-29.44013,-29.95786,-22.719349,-16.946798,-12.177393,-7.2340264,-3.3867252,3.713173,-9.00193,-1.1700997,-3.4467864,-3.8932502,-3.8548105,-3.0206983,-6.711173,0.6720588,-3.1008425,1.0646915,-3.6936874,2.4098244,-3.3782606,-1.69676,-2.3622475,1.8505441,0.1449339,3.3804998,1.1453422,2.5360274,-0.5195985,3.6893046,1.0604503,4.6267734,1.3214874,2.2954404,2
