,chroma_stft,chroma_cqt,chroma_cens,melspectrogram,rms,centroid,bandwidth,contrast,flatness,rolloff,tonnetz,zero_crossing_rate,poly_features,mcffs_1,mcffs_2,mcffs_3,mcffs_4,mcffs_5,mcffs_6,mcffs_7,mcffs_8,mcffs_9,mcffs_10,mcffs_11,mcffs_12,mcffs_13,mcffs_14,mcffs_15,mcffs_16,mcffs_17,mcffs_18,mcffs_19,mcffs_20,mcffs_21,mcffs_22,mcffs_23,mcffs_24,mcffs_25,mcffs_26,mcffs_27,mcffs_28,mcffs_29,mcffs_30,mcffs_31,mcffs_32,mcffs_33,mcffs_34,mcffs_35,mcffs_36,mcffs_37,mcffs_38,mcffs_39,mcffs_40,Class
0,0.4458006,0.55971307,0.27107424,3.0255628,0.06412702,1272.3225956379474,1929.3853303157914,21.229881301197775,0.0031228864,2479.367859239523,-0.00707827808151485,0.04097046604046243,0.5175800949625351,-402.43027,92.26344,19.303581,-13.194186,-5.806571,2.4085872,-14.885646,-8.0709305,-9.417303,-6.2206783,0.97338,-5.7620907,1.6563396,0.67246354,0.9640085,5.7375956,3.1241553,3.0485246,-4.2087193,-3.6097057,-1.9673737,-2.9645166,-3.7746885,-5.3530917,-2.2000828,-2.0416179,-3.288855,0.5739975,-1.1104012,0.43472397,-1.4518259,-0.4920599,-3.1837819,0.052147396,-2.522281,-2.458978,-3.5944936,-0.9811504,-2.9335876,-2.398034,3
1,0.39580637,0.5615267,0.27424484,2.7352092,0.0709101,1091.8491916634937,1661.4727356638348,22.6379421717445,0.0018867606,1851.1086524566474,-0.00912933270882133,0.041645027998554913,0.5956026907235271,-366.39005,126.18357,31.372793,-23.601944,-12.954138,0.48496366,-26.859764,-19.40935,-21.998045,-10.158172,2.2431233,-5.5740685,5.320423,-2.7887983,-7.796374,-6.203269,-3.130116,5.3386106,-4.8803196,-2.6729772,0.25122,-1.2844301,-2.9403045,-5.0706005,0.24523833,-1.0725466,-5.9226365,0.081803866,-2.117458,0.97558093,-4.239479,-1.5241166,-3.803366,2.023008,-0.7131828,-1.2699714,-2.1512303,1.182002,-3.0922499,-4.6337886,3
2,0.5235999,0.6124707,0.27956384,1.7274842,0.03865004,1469.0749631382446,2115.2540155381794,19.706566815131772,0.008064452,2830.2470477330203,-0.0052694163070705876,0.04863055455202312,0.37008092413689153,-421.29434,68.70462,11.104476,-1.110441,2.819345,2.4007092,-8.490099,-2.868936,-2.9511662,-1.1805568,4.124675,0.014887396,-0.736803,-0.6437989,-0.11035775,4.523268,1.6127478,0.046568677,-4.342556,-1.2357013,0.23049904,-0.021174569,-3.5042517,-4.2927704,-2.0746646,-1.5989798,-1.4361333,1.3090032,-0.46438774,-0.5956106,-2.0181694,-1.535643,-3.6287274,-1.0555354,-1.4181387,-2.281344,-2.8147457,-0.40455717,-2.6356537,-1.3279865,3
3,0.4203135,0.5546666,0.27300602,0.2815863,0.028448924,2280.3915322296793,2262.2567126892714,19.791382023546653,0.032865964,4217.020040162852,-0.014946466444743635,0.1299928477112676,0.38400407847860973,-253.16664,98.504845,-41.171967,-14.738836,-8.16391,-6.949661,2.5072908,-1.2853576,8.260894,4.664522,7.0790243,17.37092,1.230965,7.484812,-4.1148825,-0.7024288,-3.6143477,-0.7925906,-1.237096,3.0120966,-5.155491,3.8452682,-2.7908573,4.4836054,-1.765751,4.67381,-0.33696425,-0.4844003,-3.08261,1.7679948,-2.6726358,-1.704635,-2.808369,2.1374156,-4.1210876,1.9377319,-3.5496063,2.4293776,0.017875578,1.6266614,3
4,0.59193647,0.6639674,0.2786113,0.22317858,0.02087847,1427.121008572298,2159.5211795064856,18.934108399650867,0.013789846,2870.109193514934,-0.000985993981964584,0.05694310011061947,0.3028763166744898,-383.8466,128.0813,29.695763,18.477648,-6.304207,0.6206941,-2.9178257,5.9581857,2.5473633,5.0510955,-1.9341488,0.71510327,2.3239386,10.807031,6.086881,7.521429,6.1013703,10.280021,6.036645,6.3584585,3.3016639,3.8449054,-0.186047,2.2233224,-0.10842856,1.0350219,-0.48087257,2.0117733,0.3703469,2.9185748,-0.09252035,1.2313405,0.29758283,0.8069577,-0.9785991,0.32489812,-1.2746239,0.9648151,0.046306223,1.629738,6
5,0.4140197,0.6941393,0.28192127,0.04500347,0.010189211,1964.6913903020945,2735.2962646082055,19.019447538857904,0.012198715,5128.636425216763,-0.008508849317291822,0.059691677203757225,0.10130199047130044,-392.07623,99.93547,39.11113,30.799816,10.718008,11.876124,0.2749504,2.6411116,-5.7653627,-2.0242686,-7.7555046,-2.454248,-4.9923487,3.5641165,3.27714,10.335452,5.9930468,7.6249194,-0.2696269,2.220973,-1.7196342,1.4462014,-4.20083,-1.842819,-5.515062,0.31095988,-0.3619163,5.4572525,3.1265385,6.447404,0.2357236,0.22554389,-5.5779953,-3.157723,-5.9573927,-2.4922447,-5.972846,-2.982841,-5.3918815,-1.0665507,3
6,0.36298224,0.6286668,0.28072098,0.018507047,0.0084238835,2007.0099061028477,2656.8444330861585,19.67091845660961,0.013853831,4974.85450347724,-0.005891571791566089,0.06421604046242775,0.10565064104077428,-373.5148,104.39241,24.73804,20.360533,4.993898,8.980869,-3.3510175,-3.0727928,-7.168289,2.3015482,-0.73945254,4.2359123,-0.03915263,7.930248,8.5021925,13.688465,5.1640615,5.0258174,-3.5505958,-1.3181112,-4.989222,-2.2274325,-6.911456,-3.806576,-8.498764,-2.885353,-1.8705254,5.0603037,0.7740006,2.6930878,-2.927451,-1.2199864,-4.425771,-1.1211271,-2.4880512,2.5168407,-0.24845795,1.9377011,-2.7882442,0.19989863,3
7,0.41422123,0.673734,0.27920046,0.010628978,0.0058208974,2514.4711067088087,2894.1166119799695,18.93170755977759,0.030126639,6131.175064351517,-0.013703928520917367,0.08932442196531792,0.07347912841862231,-391.5719,85.35116,19.193436,21.695242,7.4154344,10.363003,-0.32130682,3.4088817,-2.1628404,4.50312,0.08617649,5.443002,2.7420514,8.670345,6.580068,12.084952,5.483204,3.812809,-4.512297,-1.4690744,-5.2459817,-1.15727,-5.9312143,-3.644851,-7.5041375,-0.31126747,0.7180753,6.864643,2.2252095,4.4489827,-1.1514022,0.56201094,-4.326446,-1.7582077,-3.6299937,0.193715,-3.5295577,-0.46405312,-3.2811809,0.33647764,3
8,0.43755472,0.70087683,0.28138614,0.010139807,0.0055075176,2623.2505070669704,2922.140246359948,18.840563009039382,0.0352834,6294.603363213511,-0.002456855251025619,0.09495235729768786,0.06835833099720726,-395.93243,81.11539,17.608677,21.393267,6.876369,11.225438,1.6305778,5.5358353,-1.564423,4.379283,0.8141669,5.6186852,2.1148963,9.150099,7.237265,11.399624,4.276186,3.425487,-4.902142,-1.3533636,-4.7107773,-1.4015219,-6.9478755,-4.3615975,-7.8690815,-0.49630597,-0.037458222,6.2235885,2.4415107,5.282624,0.016542071,1.1268197,-4.598498,-1.4872385,-3.3869135,0.012620418,-3.9109359,-1.3124316,-3.7999833,0.19494109,3
9,0.64289373,0.6600957,0.278991,0.19704388,0.031922102,2890.447411277386,2596.4710998687647,18.59089662718461,0.08044561,5799.962038249639,0.00019555253233149268,0.17341322705924855,0.6432662459414021,-149.29295,78.72553,-6.254911,23.591057,-16.56108,10.88419,-4.849803,5.235999,0.6636754,-0.61707366,-3.919755,3.4572518,-2.9242625,6.7611628,1.4885706,-0.037716947,-5.729749,-2.0834672,-5.793587,3.3342547,2.1830692,0.23580667,1.5635842,-1.3356129,-2.207844,3.3632975,-1.5026535,-0.45185483,-4.7969766,6.1937165,-2.568241,-0.0081644,-3.8300717,-0.4897131,-4.060695,5.0295625,-4.1143517,0.24837594,-4.6560655,0.37789604,7
10,0.63475776,0.65885526,0.27430323,0.174066,0.029993724,2984.4644910905304,2671.0761678587232,18.535144688036485,0.08249373,5978.637836434248,-0.0009220065678201631,0.17322976878612717,0.5924120101983286,-153.06755,73.89975,-4.744401,25.033533,-14.57084,10.603709,-1.209066,8.564647,3.074832,0.39214933,-3.132116,5.5911765,-2.3942122,7.627578,2.9787598,2.0077877,-4.58573,-1.8106457,-6.5585537,3.0575213,3.66694,0.5615766,3.2506464,-0.43476245,-1.1389382,2.741225,-3.2631392,1.3769844,-4.904398,7.3844776,-3.2934668,0.600601,-4.162787,-0.43847206,-3.8526912,5.5909133,-3.928294,1.0330002,-4.7593217,0.42034233,7
11,0.56585056,0.57176965,0.26778713,0.1857996,0.030993842,2949.4216277814553,2621.92482961268,18.858060712653558,0.07740883,5879.871381638367,-0.010042940682458952,0.17129357839595374,0.6030451620596183,-153.01009,73.87596,-8.88989,24.333824,-13.948835,13.415318,0.4411768,10.416803,4.782225,1.3872222,-3.682195,6.079419,-1.9143187,8.092406,5.601003,3.9890277,-4.381258,-3.106096,-7.3275084,3.3947885,5.6458073,1.8039923,3.3183675,-0.9076884,-1.0402472,3.1653445,-2.314493,0.7109053,-3.5701907,7.32725,-2.5954869,-0.48165143,-5.7907033,-0.27331907,-3.4595714,5.3443255,-1.9874595,2.0539339,-4.1960216,-0.09417407,7
12,0.5933977,0.67693114,0.28040314,0.18953101,0.03096731,2892.6561695311043,2673.1181228222526,18.989101976305772,0.071842775,5973.534591763006,0.0001390905475745751,0.16027196983381503,0.5950693028901552,-157.95953,78.23946,0.2935837,24.528015,-14.696741,10.299779,-3.6120253,4.4414225,1.362052,2.4216132,-6.6546216,4.435945,-2.5584106,5.2988896,6.1160855,1.309303,-8.831981,-2.2007515,-8.269096,0.91296333,0.49339798,-0.95333683,-0.59423316,-0.56454766,-2.1216109,4.3643346,-0.57991475,0.37406763,-4.3608694,6.651461,-3.6869676,-2.598015,-5.541668,-1.4138097,-3.6072786,4.1705723,-3.8406775,3.433746,-1.4006001,1.5972507,7
13,0.59995055,0.6438943,0.278198,0.1833353,0.030487435,2911.9149167905375,2675.363481463357,18.72757334106977,0.07317173,5943.101827808888,0.004493319561148625,0.16400040643063585,0.5918553599098705,-156.76176,77.75716,1.6048901,25.985622,-16.421553,9.453817,-5.092526,4.093134,1.2150587,-1.3303655,-4.81234,4.111075,-2.914372,5.71406,4.8941507,0.7869478,-9.110116,-0.68067086,-8.728794,0.895342,-0.3452204,-1.2010624,0.3821411,-0.8311278,-2.9357042,4.3430953,-0.62978655,1.2294613,-4.6599565,5.711113,-4.4239645,-1.1804984,-4.9179716,-2.3998404,-4.9886556,3.525637,-4.2794647,1.3925803,-1.0983105,1.5459951,7
14,0.6100779,0.6465976,0.27647474,0.19746836,0.032568157,3055.1856857620096,2656.66334299287,18.679076168626832,0.08465709,6055.995557487356,0.005434925515677736,0.18615087608381503,0.6444114903836772,-145.14304,72.69388,-1.1054473,26.62579,-18.579897,11.71344,-5.9552984,4.3993406,0.89169186,-2.322118,-5.057801,3.5486112,-1.7997482,6.783827,5.6595,-0.18798664,-8.670357,0.54572237,-10.278883,3.0444815,-0.44860315,-0.9454845,0.6537194,-1.2796226,-1.0825915,3.9299471,-0.8187401,-0.60517365,-2.2404623,4.9729652,-5.1704397,1.1510606,-4.8575163,-0.9229185,-6.375565,3.7621436,-2.4887192,0.89985985,-2.0836816,1.2151724,7
15,0.6044568,0.6697478,0.27652702,0.18662238,0.032075264,3123.1119830199386,2646.186919804229,18.613796878769648,0.09268041,6095.26564757948,0.0023842329860169517,0.1949568731936416,0.6431273349694699,-144.07571,70.01164,-2.9888813,26.479362,-19.886877,11.711726,-5.6640277,3.6066682,1.1920339,-3.6539667,-8.4152155,3.5432172,-1.6550845,7.6105475,6.1476007,-0.256595,-7.8182435,1.2120951,-10.088159,4.2298846,0.057237603,-0.3760601,0.8761334,-0.7716964,-0.091194406,3.870396,-0.12998685,-2.502578,-1.3329595,4.296798,-5.1236033,1.2802988,-4.536246,0.5334331,-6.881645,3.4211612,-2.8656254,0.45609066,-3.0412436,1.5866334,7
16,0.5865767,0.69218653,0.27843404,0.17989813,0.031090299,3049.0581686845057,2635.775193460134,18.391482175306194,0.08684661,5950.694460124639,-0.009432472914578513,0.1840650966401734,0.6210070829825979,-149.51982,72.728134,-2.2214909,26.300318,-20.753073,10.145873,-7.7712817,0.9273377,0.14883476,-7.9165926,-9.298508,2.5612168,-1.9493275,9.9056225,5.4033413,2.4696147,-6.3731236,0.93466485,-8.454532,3.4370124,1.3841468,-0.94140553,1.5019362,-1.5212586,0.1124892,3.753394,-0.76762867,-2.0115938,-1.4245974,4.6308765,-4.0463805,-0.28932327,-3.0565796,-0.5601645,-6.730163,3.3120308,-2.8641622,1.4222267,-3.543054,2.6783626,7
17,0.58589184,0.6918845,0.2793095,0.17725852,0.02957026,2840.627203591783,2696.1069837938753,18.62783453306464,0.067052566,5900.035421558888,-0.013406730921429945,0.14665372109826588,0.5603326786662499,-166.87595,81.59763,4.9375863,25.04207,-14.76409,8.730602,-9.95219,-0.113604724,1.9937006,-8.089083,-10.070155,1.9332205,-1.2590032,11.175785,4.755949,3.355013,-7.150986,1.151839,-9.560199,2.56805,0.3094603,-1.0028478,2.7601273,-2.8580792,-0.691252,2.4764197,-1.7868737,-0.9879628,-2.2376504,4.717995,-1.5334764,-0.13611571,-2.7072577,-1.234964,-5.929668,4.0209765,-2.8584104,3.094372,-3.7315145,2.4845345,7
18,0.59266657,0.6298939,0.27843013,0.13933553,0.025022712,2539.6029337669233,2623.385459601397,18.961759458618115,0.045772508,5583.820956015174,-0.00826663747849822,0.11445256051300579,0.4489645272952174,-198.0482,93.365486,5.8149467,23.585392,-12.971467,11.677413,-8.146622,1.859635,2.986612,-2.4695928,-8.727253,2.3702555,-0.2216967,12.103978,4.1805778,0.4309823,-9.176583,0.21119383,-7.932917,2.3219824,-0.64219886,-1.6840388,4.3574986,-2.0128765,-0.6308546,0.8669489,-1.777618,-0.69579107,-2.3374808,2.497588,-1.5789685,0.45474067,-3.729453,-0.5054592,-5.2365866,3.0638146,-2.858817,2.63932,-3.439149,1.7306674,7
19,0.5821673,0.65180427,0.28195667,0.17881471,0.03002571,2921.678870086264,2576.3405646822607,18.535573556753477,0.07885877,5899.02099609375,-0.010130342885176412,0.18167317708333333,0.5978119006319627,-158.98721,76.934395,-8.200756,23.303032,-19.294313,9.3743925,-9.077608,5.810597,-0.6105422,1.5519024,-8.236743,3.8540552,1.1377987,8.279624,3.1564004,-0.29858384,-6.9694853,-2.0107853,-4.9782267,0.7585696,0.8939497,-1.1969942,-0.27975744,-1.7168006,-3.9336908,0.5347551,-3.2612355,-1.7318492,-3.163755,5.507734,-3.3552358,-0.4116773,-4.879346,-1.3511544,-4.1270614,2.811151,-1.0560769,0.8882035,-3.0041316,1.5304892,7
20,0.5865473,0.6201017,0.27737147,0.20027612,0.033827268,3325.491871592621,2752.293853461804,18.927786194025174,0.112826064,6436.685163023844,-0.008524595437884707,0.19917076860549132,0.6668881122806789,-136.36804,62.003212,-4.474404,22.736511,-13.31405,12.689902,-4.52506,6.688769,3.4407542,-1.0696495,-9.8671665,0.43878248,1.7599671,7.9477553,2.5145247,2.9030175,-10.511246,-3.956905,-12.706828,5.741414,-2.8333871,1.668467,-0.11585808,-0.47762176,-0.41483188,0.23109569,-3.9877439,0.07731955,-3.0172002,4.0686436,-4.136692,1.8980085,-5.6804276,-0.27023992,-7.1860833,5.9441385,-2.7378938,2.6974173,-3.163146,-0.21430352,7
21,0.6097291,0.56399405,0.27198178,0.19298424,0.0321552,3237.5792695274995,2797.948879264113,18.776679570454515,0.09866064,6415.400898663294,0.002235265573793689,0.18153337247109827,0.6195006205489128,-145.82506,66.715935,2.9438932,24.735453,-13.019372,14.071207,-4.891344,6.5459776,1.2761722,-2.065523,-8.6714,0.46633875,1.3094574,10.872414,0.6554671,3.5593364,-9.808005,-1.9557363,-12.203331,6.3742886,-3.3647118,1.0760903,1.6723692,-0.23269217,-1.0376014,0.6798236,-3.5197804,1.3147591,-2.0208862,3.3419247,-3.8889313,2.463361,-4.9821124,-0.8820654,-8.167707,4.9893785,-3.4399488,2.8427477,-1.2279093,0.5119076,7
22,0.58508575,0.5712213,0.26920024,0.23164928,0.034604788,3164.9120092189064,2786.730113243419,18.923007534837637,0.08544905,6315.451984736272,0.007177096912815171,0.16820018966763006,0.6407100644419802,-147.07216,68.383606,4.6748004,27.303587,-12.215026,13.705281,-6.762426,8.816233,3.271785,-5.635939,-8.755592,3.612593,0.32253113,12.127424,1.7609465,5.469106,-9.602098,-1.5041218,-11.867503,6.836989,-1.7905984,1.3829764,4.2548203,1.4813101,-0.8246088,-0.8756131,-1.4474764,2.7338529,-0.3878435,4.0018473,-2.7135472,2.8181827,-6.0738864,-2.2527635,-8.777012,4.610422,-3.7888067,3.566826,-0.4123528,2.2973948,7
23,0.582375,0.63658375,0.27487335,0.21630207,0.032430105,2849.0792157177657,2661.2465959454194,18.736952480858378,0.066900656,5842.15715882406,-7.276449726815167e-05,0.1461456828034682,0.59953620127642,-163.5247,80.23884,1.3501228,26.389965,-12.448143,11.562865,-7.8682027,8.87222,5.1294684,-7.0012207,-7.931305,4.947543,-0.6223327,12.13236,1.7536529,3.0393116,-9.573454,-1.9478973,-9.914295,5.1419954,0.25916812,0.49894965,3.2023299,0.21153039,0.0005306619,-1.4426941,-1.2631472,2.1458015,0.107425995,3.2494617,-3.3058994,2.578182,-5.2748623,-2.1939812,-6.938997,4.2462583,-3.653535,3.8419034,-1.2841215,1.8913883,7
24,0.5623243,0.6537367,0.28080553,0.19909017,0.033063866,3271.971306881757,2763.3374486184193,18.330790335122437,0.11421171,6460.894457866691,-0.010073038927063465,0.19431618045520233,0.6434568641115498,-141.14731,62.742493,-2.6723506,23.63003,-12.508881,4.2583065,-6.5528226,6.010982,6.0998,2.1359937,-4.704318,6.323023,0.0573618,4.0608716,2.931468,3.8706958,-7.850133,-3.8049767,-13.275447,2.6729507,2.5687103,0.830546,-0.23618184,-1.4361848,1.9021055,0.5646203,-2.9836059,-0.7701318,1.1425991,3.7366383,-5.2124863,-0.71536875,-6.337023,-2.074191,-4.223955,5.655641,-3.3287086,2.553847,-3.5826952,-0.582594,7
25,0.57457215,0.6425814,0.28109008,0.22227369,0.035136525,3400.936029334032,2843.5810947554437,18.4729864378797,0.12310879,6714.8119976065755,0.0008254300096922743,0.20123114613439305,0.6717677343084401,-135.55841,59.043625,3.5534308,27.107635,-7.0789285,7.5705214,-7.588636,8.100574,5.390189,-0.080910966,-7.1437182,7.119839,-1.3909298,2.2405674,3.8703084,3.457288,-9.7565155,-2.036802,-12.078805,4.859491,2.1348476,2.8417542,1.6360197,1.2453212,1.775774,0.45806813,-2.8808887,1.2587181,0.48936796,3.0810387,-4.848873,2.1429338,-5.5430803,-0.74661994,-4.8605623,6.0538154,-4.025463,1.3934498,-3.4884925,-0.8836164,7
