,chroma_stft,chroma_cqt,chroma_cens,melspectrogram,rms,centroid,bandwidth,contrast,flatness,rolloff,tonnetz,zero_crossing_rate,poly_features,mcffs_1,mcffs_2,mcffs_3,mcffs_4,mcffs_5,mcffs_6,mcffs_7,mcffs_8,mcffs_9,mcffs_10,mcffs_11,mcffs_12,mcffs_13,mcffs_14,mcffs_15,mcffs_16,mcffs_17,mcffs_18,mcffs_19,mcffs_20,mcffs_21,mcffs_22,mcffs_23,mcffs_24,mcffs_25,mcffs_26,mcffs_27,mcffs_28,mcffs_29,mcffs_30,mcffs_31,mcffs_32,mcffs_33,mcffs_34,mcffs_35,mcffs_36,mcffs_37,mcffs_38,mcffs_39,mcffs_40,Class
0,0.43314928,0.6005463,0.27942663,0.17055035,0.022765463,2446.0286130205554,2255.406677963815,18.80332803854515,0.04039404,4450.589465543714,0.0037506657383805557,0.1351212518063584,0.3391414121956821,-243.28743,86.92493,-48.30121,-3.0539234,-9.0854225,-7.0566764,-0.7599551,-6.3997445,5.344776,4.3162065,2.7233841,10.811346,-1.9033226,4.9184346,-6.065821,-1.1034532,-3.9299984,3.1326237,0.16409945,3.3928096,-2.3843882,2.5365887,-5.555681,1.8554764,-1.387843,4.2532015,-0.13888656,1.8053714,-1.5479254,1.063906,-1.0759724,-1.5835929,-3.4075212,0.5484966,-3.0207474,2.6255028,-0.51064146,3.7214482,-0.7199119,1.8835627,3
1,0.5216903,0.6689358,0.2820555,2.0384638,0.10649375,2659.5548773489604,1949.57739931744,21.20887927802511,0.023126379,4206.816180455202,-0.0029050373755167293,0.192583205382948,2.004435919801929,-99.04309,55.341267,-88.11293,-1.8541671,-9.129795,-3.4325268,-9.503043,0.38687894,-8.649125,-0.46718,-20.927551,-7.4506865,-9.73495,-2.428724,-8.334678,10.248062,-3.414375,10.147072,-4.216866,-1.8073092,5.6836147,3.316594,-3.1764448,3.007736,-8.476886,4.5444493,-4.860716,6.3655095,-2.3707407,4.620956,-1.0467831,3.3903618,-1.8262491,3.9819791,-3.4236472,0.45924306,-2.7328093,0.454638,3.902346,0.30680028,4
2,0.60378665,0.6654275,0.28040802,3.1438758,0.14315595,2401.7934766072253,1791.6534651481718,21.014373213920187,0.015757889,3814.5509223717486,-0.015944462918716974,0.17551311867774566,2.745215805109388,-39.529522,74.24837,-92.79949,-0.9395279,-13.784736,-6.068219,-16.462193,-6.6221676,-15.363063,-4.863838,-21.50434,-10.378795,-15.843442,-7.7777805,-11.45098,7.6989236,-4.4900336,9.9755335,-1.5650443,1.6280537,6.826129,5.1551757,-2.4296238,6.834014,-5.846636,6.902372,-4.2936516,8.295089,-2.4663208,5.8569717,0.1878203,4.2476187,-1.1219398,2.6353679,-2.574794,2.6183255,-0.38703167,-2.0931115,2.7674856,-1.9249558,4
3,0.64093745,0.63925,0.2770679,3.5175302,0.1475109,2286.5451303695563,1770.4648015957098,21.36269214664424,0.014184877,3675.76756119039,-0.03241342388751325,0.16523381051300579,2.882130285850915,-33.584217,84.4944,-89.623886,-3.1484685,-16.984465,-7.6480517,-16.806993,-5.997226,-18.207392,-9.180578,-22.052944,-10.853509,-14.781803,-8.908145,-13.208564,6.1653833,-6.4446106,5.6792903,-3.2510288,1.7510976,4.7402077,2.4325166,-3.5231678,6.041217,-5.2850475,6.5204597,-3.7873368,8.433522,-3.9495752,3.3838685,0.7801855,4.25139,-1.3755412,3.5287962,-1.6389599,2.299133,0.15610522,-3.092695,0.75657344,-0.71913046,4
4,0.6328084,0.6386261,0.27780157,3.446131,0.14611836,2296.0057932219347,1783.6829219930476,21.391065936923475,0.015546219,3665.312133083454,-0.03701649407904126,0.16656882225433525,2.880610942756445,-31.410252,85.20146,-86.56728,-1.1835097,-17.660954,-11.596176,-20.209032,-6.9425507,-18.222763,-8.741253,-19.23374,-8.826725,-11.271689,-7.798378,-12.830614,5.663306,-6.7906866,3.3536625,-2.8886025,2.1769996,1.8133901,1.3499779,-3.7191763,3.908756,-5.9550886,5.502328,-2.47752,9.974465,-2.3377073,3.6209674,4.1999803,3.4445744,-1.1284513,3.1019266,-3.533525,-0.056544576,1.2014285,-4.047129,-2.4871392,-1.4777027,4
5,0.60746866,0.70118505,0.28323805,3.4796584,0.15176255,2364.0749859479743,1785.7098496515416,21.39179611777654,0.01611131,3715.971171649205,-0.021409207039210728,0.17442648121387283,2.924829119613833,-31.009901,77.86325,-89.33458,0.14161603,-10.250137,-7.1362133,-15.511053,-2.4264543,-10.901535,-3.6658854,-16.257265,-5.0518427,-7.0397005,-3.383626,-9.578616,6.728661,-4.444815,8.314865,0.84948254,4.2380943,3.5449293,1.7122693,-1.9044209,3.2197008,-4.838492,4.209999,-3.2538965,9.728817,-0.272489,4.1969132,4.1447406,2.9640613,-1.7468629,4.05807,-3.1340244,0.42639902,1.4721855,-3.2898746,-3.0824974,-0.49483037,4
6,0.49683905,0.6358318,0.28423235,2.4496653,0.13666129,2472.1653729740397,1562.783406695035,21.05887292347312,0.01058102,3608.279696377841,0.004153527480282007,0.19315222537878787,2.2117424271672985,-82.15211,56.89513,-115.60091,2.9105606,-1.8162758,1.317535,-6.6427484,4.5994873,-7.9143305,-8.104424,-12.599503,-2.5651126,-2.8637435,-2.9532611,-7.4698396,2.769789,-7.9370737,7.028254,-0.9869258,4.4722743,2.5517516,0.87121457,6.5450172,1.0827339,-4.8943806,1.5282307,-4.013979,1.2819991,-4.146093,-3.4470987,-1.4752483,1.5769372,-4.7706165,6.886647,2.146586,-1.2100158,3.6054595,2.137033,-1.7974696,5.174271,4
7,0.5138225,0.68469036,0.28412277,2.9727116,0.15209997,2567.3707346107353,1630.7402257351666,21.656767885474856,0.013338114,3838.573513141257,0.001207566134819388,0.19668702583092484,2.7014630846754026,-54.90419,49.194477,-114.2838,4.033646,-6.2812104,1.6383141,-5.8307233,9.103991,-7.011244,-4.1333623,-11.386786,2.2295268,0.47628933,1.0670199,-6.304006,4.7743526,-4.083299,9.586078,-0.97197235,4.5376296,8.899907,1.6516958,3.3524117,1.3172128,-3.0627315,0.5657882,-5.3788,-0.37094504,-5.2468896,-2.5676856,-0.24111043,3.1931875,-3.832794,4.1959496,2.5892854,1.3407397,3.7747061,4.1416383,-1.2143676,7.7653527,4
8,0.54604113,0.71021706,0.28539264,3.2527878,0.15908477,2535.5885672333384,1631.4045383217301,21.48252055975087,0.01324724,3807.1449941293354,0.003110859584881177,0.19499920971820808,2.8767962665572955,-46.05385,55.296978,-110.013664,9.102124,-2.5838919,3.986439,-4.863753,9.490107,-4.416199,1.0369704,-10.035942,2.4539242,-1.7234133,1.7460765,-5.5818486,7.260807,-2.5831068,11.580714,1.0938108,3.1981876,4.8793435,1.3740572,1.8697094,2.031872,-2.4369035,3.279999,-4.833898,1.3281245,-5.5332594,-2.6048858,-1.0183897,1.3660684,-4.620023,3.9640481,2.4060879,1.0483361,3.433095,3.604548,-0.06745329,7.0475516,4
9,0.5465174,0.6793942,0.2851663,2.7214358,0.15497686,2901.531607556415,1779.7066839159058,20.058256823535938,0.0189589,4319.8966142070085,-0.0011514749609014383,0.21487197434971098,2.617457777407359,-61.963985,6.8099494,-123.82977,0.027839992,-6.911954,3.4140074,-3.1856813,15.16556,-1.5078062,7.1473327,-4.4320335,10.71841,0.4308648,5.22758,-2.995232,10.777321,-2.0455816,8.231748,-1.9246235,1.519231,-1.2174774,0.5249023,-1.2230588,2.4090304,-2.1809812,1.9774083,-5.006925,2.0202682,-5.18011,2.2121446,-0.15623166,2.5216079,-3.9801497,4.1990285,1.4026669,0.7723249,-0.90479964,0.16828063,-2.3226745,3.1026838,4
