,chroma_stft,chroma_cqt,chroma_cens,melspectrogram,rms,centroid,bandwidth,contrast,flatness,rolloff,tonnetz,zero_crossing_rate,poly_features,mcffs_1,mcffs_2,mcffs_3,mcffs_4,mcffs_5,mcffs_6,mcffs_7,mcffs_8,mcffs_9,mcffs_10,mcffs_11,mcffs_12,mcffs_13,mcffs_14,mcffs_15,mcffs_16,mcffs_17,mcffs_18,mcffs_19,mcffs_20,mcffs_21,mcffs_22,mcffs_23,mcffs_24,mcffs_25,mcffs_26,mcffs_27,mcffs_28,mcffs_29,mcffs_30,mcffs_31,mcffs_32,mcffs_33,mcffs_34,mcffs_35,mcffs_36,mcffs_37,mcffs_38,mcffs_39,mcffs_40,Class
0,0.34292477,0.52372885,0.2703115,4.5155153,0.12644395,2089.849953070598,1736.1895279648743,21.621387770602723,0.005708288,2875.45166015625,0.0021851311204447534,0.12346540178571429,1.7290487035894195,-211.93698,62.581203,-122.81315,-60.745293,-13.89376,-29.789835,-3.9788747,11.682742,12.96383,8.336421,-6.529819,-2.9961066,-12.88795,5.885933,-2.4752254,-4.408311,-15.014476,-0.9439971,-2.57991,6.098297,-10.78623,-8.063478,5.84409,-3.1225374,-5.984229,-0.07994461,-3.6870897,4.7476764,-6.530095,-5.083884,0.4877254,7.510886,-0.88535935,2.393814,-6.392372,-2.1318593,2.2760146,-0.79108334,-1.5400683,1.3211495,3
1,0.50218666,0.70443404,0.28102332,0.0027736982,0.003993316,2137.8089887086867,1971.446838057934,20.221480001024172,0.011596177,3996.0895163475434,-0.012138511954145767,0.13877912752890173,0.06652613796968303,-417.0052,99.336624,-42.995586,51.073326,9.853778,7.9696927,11.197088,1.9291172,7.030397,4.270228,-3.5847259,13.890946,-2.7644935,7.2725554,5.534419,1.8692906,1.7257469,7.0386686,-2.4422672,3.4736145,0.07422886,6.218863,-0.18934052,6.654603,-0.2636316,0.20248903,-3.6517172,0.7769084,-5.9063616,0.87029886,-1.2502267,2.2772198,-1.5392431,0.76710874,-0.8787235,0.9087379,-2.681854,1.7067984,-1.7936064,1.7613845,2
2,0.53506124,0.68246114,0.27878344,0.0018104408,0.0030056403,1846.7675272235304,1950.6956828945317,19.649264165771505,0.00844574,3695.993835802023,-0.0032244296548149037,0.10200279985549134,0.04740959315813572,-452.39316,112.36253,-37.578068,43.195866,8.6318445,15.379366,16.882149,1.2330475,6.8331223,3.9001155,-5.16885,8.300044,1.9041388,6.658551,3.8206112,2.9016156,-3.5975335,0.82225436,-0.11868463,9.371599,2.4477527,5.305525,-0.46876904,1.723286,-2.8183048,2.0077457,-2.1846373,0.19048098,-2.8493907,2.363491,0.06725775,-0.15453947,-5.2859545,-0.79001594,-2.9792113,-0.20284463,-3.0880818,3.8080137,-0.09005556,0.8691022,2
3,0.44175687,0.60388327,0.2773099,0.004551835,0.004653467,2301.066812839,2262.904380250606,20.470861298862182,0.020787872,4502.9288407695085,0.007876996335171494,0.13076058977601157,0.0700616924604182,-406.47922,91.1966,-25.043558,42.78452,11.5868435,5.0541644,12.431632,-1.5999488,6.6560636,1.4423549,-4.6248703,14.211005,0.43427148,6.9928107,0.46317542,-0.498952,3.3375692,4.2080894,2.2851107,3.3822718,-3.933082,4.259821,-4.572517,2.6061785,-2.1226885,0.10393063,-3.6083138,0.18719865,-4.2828794,-1.2783614,-4.996307,1.2791549,0.63573337,1.4141306,-2.8311205,1.8081789,-2.178431,-0.4364794,-3.051344,-0.17001316,2
4,0.53075516,0.5565483,0.27515635,0.0019494025,0.0032156,2004.947175415442,1951.2445452927916,19.610957934077632,0.009968547,3927.0712439035406,0.028771554967923173,0.11810479136560693,0.05250270654734632,-439.63873,103.86224,-42.658787,50.690277,12.209422,15.873465,11.729268,1.5335848,11.292244,2.5486214,-7.290973,10.374461,2.101837,4.6987934,6.5470266,5.372394,-2.190753,1.9804034,-4.6603904,9.2532625,2.110969,4.173505,-0.4392017,3.2909656,-2.3978348,1.7053794,-1.5515199,4.642389,-1.0033617,0.11767071,-2.9283948,-0.7740892,-0.9852464,2.5663686,-2.9768782,1.0717412,-1.8256012,3.2913964,-0.16967006,1.3925836,2
5,0.53791684,0.49742934,0.26024252,0.004120181,0.004142484,1796.3247324071867,2057.5375214835517,19.28690821780202,0.007879716,3799.490127122471,0.00850231816919907,0.07331839324421965,0.05391734497382848,-441.0859,108.92061,-25.777704,47.518364,10.559942,17.494894,13.253758,4.494608,5.4987245,3.7522383,-2.047655,8.526797,3.1174965,6.375348,3.0750608,0.5869247,-3.1064708,3.1254737,-1.9369687,6.5003843,0.37915453,3.5165308,-2.1724,2.8478484,-2.2006338,1.3538193,-3.5629575,1.5216293,0.7263369,2.9288602,-1.8457677,0.58760214,-3.3914866,2.127186,-2.1287723,0.22621022,-2.5790474,1.8247299,-1.7451382,0.06333965,2
6,0.6058297,0.53510934,0.27184445,0.001742133,0.002864764,1767.9200279610195,2122.3516901030653,19.22446779246803,0.0084226765,3847.6597780437137,0.016346608788616754,0.07345669255780347,0.0402308712779769,-469.41965,109.28011,-18.45655,46.043015,11.825915,17.288229,10.015719,3.0386167,6.914886,2.9937267,-0.9570156,11.985637,2.7677846,6.2737093,1.4491735,1.1917878,-2.5088713,1.8236701,-2.6049902,4.226474,-1.3500391,6.8277607,0.062223844,4.696486,-0.44798028,0.37481764,-1.8574902,1.1718446,-1.2369617,2.7297666,-0.63285863,0.34185764,-3.760599,1.0527532,-2.1252208,2.6647072,-1.8550098,2.2153208,0.104490906,0.9164223,2
7,0.6313744,0.6567577,0.27677944,0.0021891969,0.0031847926,1818.188461260562,2154.988135725739,18.89544855165631,0.0090703815,3989.1814656340316,0.004227067286853621,0.07224022308526011,0.043996890676220826,-457.1464,106.52766,-19.124525,39.871788,4.8239555,22.051247,16.051298,7.627046,6.465357,5.7486687,-2.0007887,9.237299,1.5500602,2.9796615,2.238925,0.55386144,0.06837472,6.210843,0.016094936,3.8128395,-0.92304015,2.9105923,-1.1760967,3.3959277,-3.5774214,0.17304532,-2.6636205,-0.8366385,-1.9108851,1.613826,-0.1140157,0.58531183,-2.4161274,2.7829313,-3.2590985,0.43626833,-1.8451543,-0.39152598,-3.7904031,2.2742145,2
8,0.5768271,0.55442053,0.27029255,0.0026265853,0.0034523376,1654.5934246957784,1936.0507513565924,19.796848009722133,0.0044049416,3624.8595838601877,0.01633100698393804,0.06677598898121387,0.04573539484945436,-466.2641,118.13225,-29.881447,50.494637,5.178186,21.636282,13.622517,7.285783,8.189791,3.1339176,-2.2994,13.043378,0.5957663,8.1511345,1.7542737,2.1690512,-1.5706272,3.4191566,-3.356669,3.238213,-0.30630848,4.1084247,0.77369714,3.9287992,-0.7785101,-1.446608,-1.727823,-0.39336425,-1.3516034,0.906099,-0.11923579,2.4686522,-1.1836194,1.8826472,-1.9017386,0.22250132,-3.573004,1.3138806,-1.7469563,-1.1393832,2
9,0.7242012,0.7154431,0.27881548,1.5076839,0.0960997,2742.2663010555316,2277.1258313979797,17.857516093867698,0.06192861,4865.13474304552,-0.013301424701605188,0.18698913927023122,2.01118895209101,-49.107483,71.483604,-40.426373,37.456017,7.3168073,11.3061695,9.101059,5.0313587,-2.3095415,1.4629979,-4.301825,5.503914,-2.359694,8.49195,-4.320503,7.6467977,-3.8173914,4.7434244,-2.8253093,6.2865605,-2.271097,-0.032426625,-0.45552036,2.643709,-3.0691822,0.34389353,-3.1739519,-1.0660814,-1.5326252,-2.5646794,-5.687968,-2.2636948,-3.6698873,-0.16477536,-2.5021625,1.6673517,-1.4297131,2.588717,-4.285008,1.8712666,0
10,0.71932244,0.70814353,0.27759382,1.5183458,0.09579624,2707.046448444317,2272.029624140333,18.039377840128385,0.057594102,4814.164531024206,-0.01999982229075271,0.1819680274566474,1.9974634999347294,-46.19962,73.00435,-40.526543,37.995495,8.0079,11.861319,9.544369,4.650113,-3.0330122,1.6128087,-3.746855,5.3661127,-2.6387918,8.729911,-3.9322107,7.798013,-3.7944217,5.323426,-2.6808534,6.4947157,-1.7739371,0.33666492,-0.36715314,3.1062462,-3.5319436,0.30479643,-2.8583195,-1.1407982,-1.3460286,-2.1003876,-6.1401615,-3.219016,-4.0829654,0.26395133,-2.3529985,1.8562647,-1.4246988,2.2444232,-4.8029723,1.6170499,0
11,0.69790876,0.71739197,0.27907303,1.7400391,0.10252335,2798.6217664138358,2363.19618056462,18.156628234461298,0.06638625,5119.674629696532,-0.004667090213942111,0.18444612536127167,2.1138098814883706,-37.8722,68.41028,-35.88687,37.11995,9.585915,12.233937,7.2880435,5.4621325,-3.051937,2.454188,-2.1637053,4.873845,-2.4307396,8.985185,-3.9561696,7.401003,-2.4565094,4.5052795,-2.909304,7.8664474,-1.4053276,0.89267194,-1.0542679,3.6185236,-2.8455658,0.5638753,-3.275292,-0.964265,-2.7240546,-2.3253503,-5.65549,-1.8820536,-2.9036388,0.7813111,-1.3503866,1.337414,0.12903677,2.4593158,-3.0923939,0.9770293,0
